duplication_type	parent	child	ancestor	parent_mean_TPM	child_mean_TPM	ancestor_mean_TPM	parent_tau	child_tau	ancestor_tau	E_P_A	E_C_A	E_PC_A	CDROM_class	binary_TPM1_class	binary_TPM0.5_class	two_method_agreement	analysis_status	pair_key	trajectory	gene1	gene2	Ks	pair_age
TD	Pbre1_02G022800	Pbre1_02G023000	Prupe.7G260600.1	149.9876925	89.61400083333334	371.63694383333336	0.5329351580709265	0.6061103825674151	0.6989951908948633	0.3570339690526853	0.3142787138306943	0.3285557988812801	Conservation	Conservation	Conservation	Conservation	classified	Pbre1_02G022800|Pbre1_02G023000	Con	Pbre1_02G022800	Pbre1_02G023000	0.350167	old
TD	Pbre1_02G044200	Pbre1_02G044400	Prupe.7G250300.1	54.06061366666666	10.134673333333334	101.18939633333332	0.7133984703804446	0.6135071128901616	0.4821897964563687	0.1674456942182501	0.3126413981270696	0.1265083805045363	Conservation	Conservation	Conservation	Conservation	classified	Pbre1_02G044200|Pbre1_02G044400	Con	Pbre1_02G044200	Pbre1_02G044400	0.206467	old
TD	Pbre1_02G078800	Pbre1_02G079000	Prupe.7G233700.1	13.600349666666666	3.988252	111.6763615	0.323327295620187	0.565703473182268	0.2841679582820868	0.2093359762327774	0.2652085276306047	0.1587871658011025	Conservation	Conservation	Conservation	Conservation	classified	Pbre1_02G078800|Pbre1_02G079000	Con	Pbre1_02G078800	Pbre1_02G079000	0.0727108	young
TD	Pbre1_02G087800	Pbre1_02G088000	Prupe.7G229100.1	0.9637425	18.116116	229.284812	0.7596086598404526	0.4695148143975277	0.7398122769669232	0.5390474313085145	0.4768198124249293	0.4747578701141452	Specialization	Specialization	Specialization	Specialization	classified	Pbre1_02G087800|Pbre1_02G088000	Spe	Pbre1_02G087800	Pbre1_02G088000	0.168144	old
TD	Pbre1_02G126600	Pbre1_02G126800	Prupe.7G208200.1	5.721657333333333	17.838638333333336	54.28134816666667	0.7085780468586556	0.843105175303287	0.5067435554566423	0.1483321796488076	0.3170497345564828	0.2690122275308964	Conservation	Conservation	Conservation	Conservation	classified	Pbre1_02G126600|Pbre1_02G126800	Con	Pbre1_02G126600	Pbre1_02G126800	0.383763	old
TD	Pbre1_02G131000	Pbre1_02G131200	Prupe.7G205500.1	3.6172501666666665	7.722138	2.6548918333333336	0.9978501148575664	0.6164035510173929	0.8669507492502166	1.1296512443458406	0.5703215501222982	0.7173823137551011	Specialization	Specialization	Specialization	Specialization	classified	Pbre1_02G131000|Pbre1_02G131200	Spe	Pbre1_02G131000	Pbre1_02G131200	0.229843	old
TD	Pbre1_02G148000	Pbre1_02G148200	Prupe.7G195700.1	0.0631896666666666	99.661731	77.025243	0.9431314363143632	0.5858320837016341	0.7639213590630337	0.875793749539305	0.2106176383245457	0.2107451045674635	Neofunctionalization(Parent)	Neofunctionalization(Parent)	Neofunctionalization(Parent)	Neofunctionalization(Parent)	classified	Pbre1_02G148000|Pbre1_02G148200	Neo(P)	Pbre1_02G148000	Pbre1_02G148200	0.211506	old
TD	Pbre1_02G190800	Pbre1_02G191000	Prupe.7G172300.1	0.2574926666666666	0.0032133333333333	5.0942015	0.9803477428843792	1.0	0.7069776103393177	0.6362359928245022	1.022165580820062	0.6258914490137168	Specialization	Specialization	Specialization	Specialization	classified	Pbre1_02G190800|Pbre1_02G191000	Spe	Pbre1_02G190800	Pbre1_02G191000	0.351099	old
TD	Pbre1_02G194200	Pbre1_02G194400	Prupe.7G170500.1	0.3701376666666666	0.1506921666666666	13.9546125	0.9779751264671186	0.9622007958613108	0.7157253795722689	1.02096770948575	1.0095788718288967	1.0143772977080268	Specialization	Specialization	Specialization	Specialization	classified	Pbre1_02G194200|Pbre1_02G194400	Spe	Pbre1_02G194200	Pbre1_02G194400	0.440715	old
TD	Pbre1_02G213600	Pbre1_02G213800	Prupe.7G161200.1	88.34148333333333	283.6618315	34.4601685	0.9588107364787348	0.7751276402168559	0.8386105019281616	0.832299913489547	0.522180705324845	0.5112401816448618	Specialization	Specialization	Conservation	Specialization	classified	Pbre1_02G213600|Pbre1_02G213800	Spe	Pbre1_02G213600	Pbre1_02G213800	0.280096	old
TD	Pbre1_02G223800	Pbre1_02G224000	Prupe.7G155900.1	0.286829	0.2114835	7.419662666666667	0.588733850129199	0.5493949772860118	0.929472390967844	0.6257620059872678	0.5157717214417883	0.5693664243560936	Specialization	Specialization	Specialization	Specialization	classified	Pbre1_02G223800|Pbre1_02G224000	Spe	Pbre1_02G223800	Pbre1_02G224000	0.239501	old
TD	Pbre1_02G237200	Pbre1_02G237400	Prupe.7G148800.1	57.66014666666667	70.09130283333333	189.5491033333333	0.3012361297064994	0.4432080389700846	0.4123541298209078	0.1920990507493695	0.1074464077105611	0.1238566406899649	Conservation	Conservation	Conservation	Conservation	classified	Pbre1_02G237200|Pbre1_02G237400	Con	Pbre1_02G237200	Pbre1_02G237400	0.462535	old
TD	Pbre1_02G373800	Pbre1_02G374000	Prupe.2G106200.1	2.4565516666666665	0.0195191666666666	34.00651316666667	0.9645421028093408	1.0	0.809218020451086	0.9913089904025914	1.154069428674682	0.992567560250225	Specialization	Specialization	Specialization	Specialization	classified	Pbre1_02G373800|Pbre1_02G374000	Spe	Pbre1_02G373800	Pbre1_02G374000	0.0799376	young
TD	Pbre1_02G381800	Pbre1_02G382000	Prupe.2G101300.1	15.175706166666666	5.362247833333334	39.32912	0.1734031679833948	0.8439969137202683	0.4479469620877495	0.2519981174061981	0.6464340922810731	0.3375729078725054	Neofunctionalization(Child)	Neofunctionalization(Child)	Neofunctionalization(Child)	Neofunctionalization(Child)	classified	Pbre1_02G381800|Pbre1_02G382000	Neo(C)	Pbre1_02G381800	Pbre1_02G382000	0.18174	old
TD	Pbre1_02G385600	Pbre1_02G385800	Prupe.2G097200.1	0.2390836666666666	0.025948	1.6882295	0.7559277907709262	0.8679116495845909	0.968030720758909	0.984210773464318	1.0515862650378809	0.9809625895693376	Specialization	Specialization	Specialization	Specialization	classified	Pbre1_02G385600|Pbre1_02G385800	Spe	Pbre1_02G385600	Pbre1_02G385800	0.359018	old
TD	Pbre1_02G424600	Pbre1_02G424800	Prupe.2G058400.1	109.29561666666666	0.0588658333333333	159.32696033333332	0.4690499636480446	0.8839672867509553	0.3330802149751428	0.2208067654831576	0.556261886359813	0.2206440348062118	Neofunctionalization(Child)	Neofunctionalization(Child)	Neofunctionalization(Child)	Neofunctionalization(Child)	classified	Pbre1_02G424600|Pbre1_02G424800	Neo(C)	Pbre1_02G424600	Pbre1_02G424800	0.375844	old
TD	Pbre1_02G477400	Pbre1_02G477600	Prupe.2G024200.1	58.99274866666667	12.274999833333334	119.04285016666668	0.3914717007836356	0.9403613595299852	0.5584094798119318	0.2049066492950869	0.6885676295437901	0.2326451389829943	Neofunctionalization(Child)	Neofunctionalization(Child)	Conservation	Neofunctionalization(Child)	classified	Pbre1_02G477400|Pbre1_02G477600	Neo(C)	Pbre1_02G477400	Pbre1_02G477600	0.13629	old
TD	Pbre1_03G008600	Pbre1_03G008800	Prupe.6G004500.1	26.050716833333333	34.532301833333335	57.060793	0.3449766008744356	0.3596735274694178	0.4091957321000444	0.0934019015590255	0.109345001911074	0.1010208803773156	Conservation	Conservation	Conservation	Conservation	classified	Pbre1_03G008600|Pbre1_03G008800	Con	Pbre1_03G008600	Pbre1_03G008800	0.412975	old
TD	Pbre1_03G012400	Pbre1_03G012600	Prupe.6G006000.1	0.2102826666666666	1.2915081666666668	3.5644188333333333	0.8158191539895011	0.9196590346079077	0.9990505634666133	0.5550530612339958	0.3197218271228093	0.3445765339359643	Neofunctionalization(Parent)	Neofunctionalization(Parent)	Neofunctionalization(Child)	Neofunctionalization(Parent)	classified	Pbre1_03G012400|Pbre1_03G012600	Neo(P)	Pbre1_03G012400	Pbre1_03G012600	0.415304	old
TD	Pbre1_03G017000	Pbre1_03G017200	Prupe.6G010200.1	6.992316333333333	10.443238833333334	78.60118483333333	0.9848341560119253	0.8657534209308052	0.9849486938569484	1.2728006275387471	0.9999250080277045	1.099486857204981	Specialization	Specialization	Neofunctionalization(Parent)	Specialization	classified	Pbre1_03G017000|Pbre1_03G017200	Spe	Pbre1_03G017000	Pbre1_03G017200	0.103115	young
TD	Pbre1_03G025600	Pbre1_03G025800	Prupe.6G015500.1	0.059585	1.2948876666666669	1.4014788333333332	1.0	0.7798672438360312	0.7171095621962686	1.0362828670750086	0.5231836027730521	0.514951572022655	Specialization	Specialization	Specialization	Specialization	classified	Pbre1_03G025600|Pbre1_03G025800	Spe	Pbre1_03G025600	Pbre1_03G025800	0.0924656	young
TD	Pbre1_03G026200	Pbre1_03G026400	Prupe.6G018000.1	0.1153668333333333	29.83920683333333	20.193665	1.0	0.5095328420463099	0.7082385832487244	0.6699695383662602	0.3018715247878636	0.2985366152403721	Neofunctionalization(Parent)	Neofunctionalization(Parent)	Neofunctionalization(Parent)	Neofunctionalization(Parent)	classified	Pbre1_03G026200|Pbre1_03G026400	Neo(P)	Pbre1_03G026200	Pbre1_03G026400	0.33696	old
TD	Pbre1_03G030600	Pbre1_03G030800	Prupe.6G020400.1	0.882874	0.8914926666666666	0.2073183333333333	0.9607117875298052	0.9515867993931962	0.6987901999141758	0.5168940553812948	0.5048537130877142	0.5050845494059678	Specialization	Specialization	Specialization	Specialization	classified	Pbre1_03G030600|Pbre1_03G030800	Spe	Pbre1_03G030600	Pbre1_03G030800	0.10612	young
TD	Pbre1_03G067400	Pbre1_03G067600	Prupe.6G038100.1	0.0642226666666666	5.279824	8.880019166666667	0.818703832890525	0.944593924059389	0.7521158487516644	0.4973602666912272	0.7714116212853751	0.7614759995370171	Specialization	Specialization	Specialization	Specialization	classified	Pbre1_03G067400|Pbre1_03G067600	Spe	Pbre1_03G067400	Pbre1_03G067600	0.095718	young
TD	Pbre1_03G186600	Pbre1_03G186800	Prupe.6G105000.1	45.1070945	6.419626999999999	0.2664188333333333	0.9999244963136432	0.724368961962618	0.9940260966877578	0.0406746666334486	0.8404802061224339	0.08002972084032	Neofunctionalization(Child)	Neofunctionalization(Child)	Neofunctionalization(Child)	Neofunctionalization(Child)	classified	Pbre1_03G186600|Pbre1_03G186800	Neo(C)	Pbre1_03G186600	Pbre1_03G186800	0.132081	old
TD	Pbre1_03G332000	Pbre1_03G332200	Prupe.4G212200.1	31.2846835	12.391496166666666	32.93207316666667	0.628310667428541	0.1443089089768771	0.4452702002652465	0.1311514579414497	0.1961721432874777	0.0758356217225422	Conservation	Conservation	Conservation	Conservation	classified	Pbre1_03G332000|Pbre1_03G332200	Con	Pbre1_03G332000	Pbre1_03G332200	0.0224573	young
TD	Pbre1_03G370600	Pbre1_03G370800	Prupe.4G188100.1	1.0666858333333331	3.610068333333333	9.484478	1.0	0.9949255738779892	0.998510531670428	0.0086645461606567	0.0202179723331304	0.013643723520057	Conservation	Conservation	Conservation	Conservation	classified	Pbre1_03G370600|Pbre1_03G370800	Con	Pbre1_03G370600	Pbre1_03G370800	0.292645	old
TD	Pbre1_03G435000	Pbre1_03G435200	Prupe.8G239200.1	36.619462166666665	7.2150015	27.8084385	0.3180128077484346	0.7435552337328322	0.4261847739942858	0.117871955149601	0.365022077150575	0.1377356086351347	Conservation	Conservation	Conservation	Conservation	classified	Pbre1_03G435000|Pbre1_03G435200	Con	Pbre1_03G435000	Pbre1_03G435200	0.139928	old
TD	Pbre1_03G445600	Pbre1_03G445800	Prupe.8G245700.1	0.2999023333333333	0.0653418333333333	14.481910166666664	0.9949033993864476	0.9533649974836436	0.612052822738429	0.7731959729020141	0.6291405148194446	0.7454567752152227	Specialization	Specialization	Specialization	Specialization	classified	Pbre1_03G445600|Pbre1_03G445800	Spe	Pbre1_03G445600	Pbre1_03G445800	0.0168432	young
TD	Pbre1_03G455800	Pbre1_03G456000	Prupe.8G252300.1	3.1665325	0.0068875	2.8519088333333333	0.6753972998383327	1.0	0.6905721273431766	0.4696383029115599	0.7273606598563814	0.4679462941401043	Specialization	Specialization	Specialization	Specialization	classified	Pbre1_03G455800|Pbre1_03G456000	Spe	Pbre1_03G455800	Pbre1_03G456000	0.117525	old
TD	Pbre1_03G460600	Pbre1_03G460800	Prupe.8G254800.1	2.420941833333333	6.5590106666666665	4.490422	0.8724906382178066	0.7789760084970665	0.714598824985542	0.542223564722975	0.567849885940797	0.5491711997949157	Specialization	Specialization	Specialization	Specialization	classified	Pbre1_03G460600|Pbre1_03G460800	Spe	Pbre1_03G460600	Pbre1_03G460800	0.0440342	young
TD	Pbre1_03G463800	Pbre1_03G464000	Prupe.8G256900.1	4.548285166666667	210.24185916666667	122.71110283333331	0.8714216593935781	0.8838857460260243	0.8607128947590683	0.652525609647796	0.6784581466640126	0.6779024151203155	Specialization	Specialization	Specialization	Specialization	classified	Pbre1_03G463800|Pbre1_03G464000	Spe	Pbre1_03G463800	Pbre1_03G464000	0.0458099	old
TD	Pbre1_03G471000	Pbre1_03G471200	Prupe.8G260100.1	601.3761555	39.01377933333333	339.2121453333333	0.3144893120586886	0.4092966571834356	0.6937360273941986	0.3127330640420953	0.3765702110143784	0.3152560358842426	Conservation	Conservation	Conservation	Conservation	classified	Pbre1_03G471000|Pbre1_03G471200	Con	Pbre1_03G471000	Pbre1_03G471200	0.0589528	young
TD	Pbre1_04G014400	Pbre1_04G014600	Prupe.1G008900.1	1.2365758333333332	15.4151965	0.562801	0.884944818829964	0.5876521217196209	0.8579396593989441	0.1682157256539894	0.5052047828542254	0.4711130450269126	Neofunctionalization(Child)	Neofunctionalization(Child)	Specialization	Neofunctionalization(Child)	classified	Pbre1_04G014400|Pbre1_04G014600	Neo(C)	Pbre1_04G014400	Pbre1_04G014600	0.0351699	young
TD	Pbre1_04G023400	Pbre1_04G023600	Prupe.1G164200.1	17.878037833333334	23.457809333333334	25.001185166666662	0.3860574812869609	0.4431674657231223	0.4349095107893939	0.128217282250131	0.1639832688551855	0.147494077785491	Conservation	Conservation	Conservation	Conservation	classified	Pbre1_04G023400|Pbre1_04G023600	Con	Pbre1_04G023400	Pbre1_04G023600	0.092214	young
TD	Pbre1_04G035000	Pbre1_04G035200	Prupe.1G172700.1	24.6365665	18.4848395	34.447769666666666	0.364685887106686	0.3177811944730672	0.7434840329663418	0.3494994580892325	0.3206788068012025	0.336247663584969	Conservation	Conservation	Conservation	Conservation	classified	Pbre1_04G035000|Pbre1_04G035200	Con	Pbre1_04G035000	Pbre1_04G035200	0.246603	old
TD	Pbre1_04G056800	Pbre1_04G057000	Prupe.1G186800.1	18.646058166666663	9.305947166666666	9.818302166666667	0.374331552420255	0.5508412452766969	0.291063463751971	0.1212689158503275	0.1758126544663145	0.1297426719922904	Conservation	Conservation	Conservation	Conservation	classified	Pbre1_04G056800|Pbre1_04G057000	Con	Pbre1_04G056800	Pbre1_04G057000	0.42575	old
TD	Pbre1_04G102800	Pbre1_04G103000	Prupe.5G064700.1	19.081348666666667	70.55301783333333	11.136043666666668	0.8402886391666848	0.5119927471892295	0.5045278943164666	0.3073792676663071	0.2999267385713395	0.1911071396500124	Conservation	Conservation	Conservation	Conservation	classified	Pbre1_04G102800|Pbre1_04G103000	Con	Pbre1_04G102800	Pbre1_04G103000	0.0740611	young
TD	Pbre1_04G206800	Pbre1_04G207000	Prupe.6G254700.1	0.3058571666666667	592.2091638333334	1.301579	0.793953138984431	0.707416396606892	0.6105803796842582	0.6479597286554605	0.5843772996133337	0.5843997548812999	Specialization	Specialization	Specialization	Specialization	classified	Pbre1_04G206800|Pbre1_04G207000	Spe	Pbre1_04G206800	Pbre1_04G207000	0.423025	old
TD	Pbre1_04G231200	Pbre1_04G231400	Prupe.6G267700.1	66.07631766666667	0.5221438333333334	100.47963583333332	0.990358438147838	0.9492968521494952	0.978126859622216	1.237531819216091	1.0810848144917031	1.236282192600462	Specialization	Specialization	Specialization	Specialization	classified	Pbre1_04G231200|Pbre1_04G231400	Spe	Pbre1_04G231200	Pbre1_04G231400	0.345435	old
TD	Pbre1_04G247800	Pbre1_04G248000	Prupe.6G277200.1	0.1017558333333333	17.976787333333334	36.9543795	0.9603037940890105	0.4860504993757287	0.6002775760945596	0.7838698802288936	0.2723960084617596	0.2709463093795219	Neofunctionalization(Parent)	Neofunctionalization(Parent)	Neofunctionalization(Parent)	Neofunctionalization(Parent)	classified	Pbre1_04G247800|Pbre1_04G248000	Neo(P)	Pbre1_04G247800	Pbre1_04G248000	0.231626	old
TD	Pbre1_04G298000	Pbre1_04G298200	Prupe.6G303000.1	0.0135381666666666	4.191088	11.776721333333333	1.0	0.7416783450025562	0.6600964906855042	0.995413126434173	0.5389345706188524	0.5383962277994909	Specialization	Specialization	Specialization	Specialization	classified	Pbre1_04G298000|Pbre1_04G298200	Spe	Pbre1_04G298000	Pbre1_04G298200	0.287988	old
TD	Pbre1_04G329800	Pbre1_04G330000	Prupe.6G320300.1	51.46052483333333	58.90690533333333	142.31591916666667	0.3005058408623858	0.2762349492169121	0.2800366996070527	0.0846603710358882	0.0428456939028474	0.060598724545619	Conservation	Conservation	Conservation	Conservation	classified	Pbre1_04G329800|Pbre1_04G330000	Con	Pbre1_04G329800	Pbre1_04G330000	0.399105	old
TD	Pbre1_04G348000	Pbre1_04G348200	Prupe.6G329600.1	4.141211166666666	0.0126246666666666	7.650904499999999	0.9597126814628696	1.0	0.9686390110411413	1.0668901263694517	1.249512778496384	1.067436290576986	Specialization	Specialization	Neofunctionalization(Child)	Specialization	classified	Pbre1_04G348000|Pbre1_04G348200	Spe	Pbre1_04G348000	Pbre1_04G348200	0.0564204	young
TD	Pbre1_05G063800	Pbre1_05G064000	Prupe.8G051900.1	15.3541915	4.142643666666666	18.573298	0.8789824570512327	0.6049503873194548	0.6923152260119514	0.5823219255782213	0.4539809318922591	0.5349864498474205	Specialization	Specialization	Conservation	Specialization	classified	Pbre1_05G063800|Pbre1_05G064000	Spe	Pbre1_05G063800	Pbre1_05G064000	0.0706283	young
TD	Pbre1_05G073200	Pbre1_05G073400	Prupe.8G062700.1	6.110567333333333	2.0782611666666666	7.654311	0.7433967393757906	0.6534476618516233	0.751360064051973	0.5130364665292925	0.5246111180249828	0.5119749415538507	Specialization	Specialization	Specialization	Specialization	classified	Pbre1_05G073200|Pbre1_05G073400	Spe	Pbre1_05G073200	Pbre1_05G073400	0.0907742	young
TD	Pbre1_05G126200	Pbre1_05G126400	Prupe.8G104400.1	29.038150666666667	29.44449733333333	39.746611	0.3771320327658706	0.3772626478409796	0.4491524073352636	0.1361982500783633	0.1533833571038922	0.1420635893261525	Conservation	Conservation	Conservation	Conservation	classified	Pbre1_05G126200|Pbre1_05G126400	Con	Pbre1_05G126200	Pbre1_05G126400	0.0362982	young
TD	Pbre1_05G248200	Pbre1_05G248400	Prupe.8G179600.1	30.72668683333333	2.2787053333333334	58.73681033333333	0.5134291563796088	0.3999094119943083	0.4034807143166217	0.2063211654081775	0.1492716171157113	0.1927382727995389	Conservation	Conservation	Conservation	Conservation	classified	Pbre1_05G248200|Pbre1_05G248400	Con	Pbre1_05G248200	Pbre1_05G248400	0.391158	old
TD	Pbre1_05G327000	Pbre1_05G327200	Prupe.8G215500.1	5.0467941666666665	21.8304905	43.8711855	0.311674221498789	0.4378748987361679	0.4515412042559147	0.2452396248521539	0.1795550131842423	0.1797397611959812	Conservation	Conservation	Conservation	Conservation	classified	Pbre1_05G327000|Pbre1_05G327200	Con	Pbre1_05G327000	Pbre1_05G327200	0.0570718	young
TD	Pbre1_05G371000	Pbre1_05G371200	Prupe.4G142400.1	1.0845318333333334	1.5581451666666668	1.364477	0.6180210524056347	0.9192261418514692	0.9094610406133254	0.6353346944869251	0.872993667245808	0.7585836414789995	Specialization	Specialization	Specialization	Specialization	classified	Pbre1_05G371000|Pbre1_05G371200	Spe	Pbre1_05G371000	Pbre1_05G371200	0.0702637	young
TD	Pbre1_05G416800	Pbre1_05G417000	Prupe.4G113400.1	5.053940166666667	11.199053666666666	32.861696	0.4861576528800445	0.4091618572896722	0.4996498643168283	0.2670390464111603	0.2167851039436839	0.216235857546094	Conservation	Conservation	Conservation	Conservation	classified	Pbre1_05G416800|Pbre1_05G417000	Con	Pbre1_05G416800	Pbre1_05G417000	0.0769985	young
TD	Pbre1_05G435000	Pbre1_05G435200	Prupe.4G103000.1	7.749659666666666	10.289883	98.45281966666668	0.6833450002488941	0.6019058727282106	0.713681277731393	0.3943602582864644	0.3795589373435551	0.3798052718840394	Neofunctionalization(Parent)	Neofunctionalization(Parent)	Neofunctionalization(Parent)	Neofunctionalization(Parent)	classified	Pbre1_05G435000|Pbre1_05G435200	Neo(P)	Pbre1_05G435000	Pbre1_05G435200	0.0232601	young
TD	Pbre1_05G440000	Pbre1_05G440200	Prupe.4G101600.1	69.79547466666666	162.2722816666667	572.776243	0.3493172442299533	0.600837635202254	0.5660616648271046	0.1405627096062245	0.2946341768910633	0.2466631244615962	Conservation	Conservation	Conservation	Conservation	classified	Pbre1_05G440000|Pbre1_05G440200	Con	Pbre1_05G440000	Pbre1_05G440200	0.190808	old
TD	Pbre1_05G513400	Pbre1_05G513600	Prupe.4G054800.1	0.8118696666666666	0.0024885	5.229807166666666	0.7274055180770699	1.0	0.7956339875850675	0.5610724444548193	1.0310154474616606	0.5618539556662803	Specialization	Specialization	Specialization	Specialization	classified	Pbre1_05G513400|Pbre1_05G513600	Spe	Pbre1_05G513400	Pbre1_05G513600	0.114493	old
TD	Pbre1_05G515000	Pbre1_05G515200	Prupe.4G054200.1	0.2531258333333333	8.224833833333333	22.459203	0.9532259256942353	0.778101828527373	0.907183098467599	0.9140381448220356	0.7397141525899973	0.7361847443977315	Specialization	Specialization	Specialization	Specialization	classified	Pbre1_05G515000|Pbre1_05G515200	Spe	Pbre1_05G515000	Pbre1_05G515200	0.0651083	young
TD	Pbre1_05G536000	Pbre1_05G536200	Prupe.4G041000.1	3.591905833333333	30.641256833333333	9.74938	0.9540375668619474	0.7406691708963893	0.573808300147523	0.5740242946602916	0.2717075277636361	0.2127276438673744	Neofunctionalization(Parent)	Neofunctionalization(Parent)	Neofunctionalization(Parent)	Neofunctionalization(Parent)	classified	Pbre1_05G536000|Pbre1_05G536200	Neo(P)	Pbre1_05G536000	Pbre1_05G536200	0.0784302	young
