duplication_type	parent	child	ancestor	TPC_Ks	TPCA_Ks	tPC_ratio	CLOUD_class	prob_Conservation	prob_Neofunctionalization_Parent	prob_Neofunctionalization_Child	prob_Subfunctionalization	prob_Specialization
TD	Pbre1_02G157800	Pbre1_02G158000	Prupe.7G191400.1	1.54657	0.793514	1.9490141320758045	Subfunctionalization	0.0770982240476907	0.00011259062095798291	1.4783517624883912e-07	0.9227890047723251	3.272385004846876e-08
TD	Pbre1_02G162400	Pbre1_02G162600	Prupe.7G188800.1	0.639902	0.788407	0.811639166065243	Subfunctionalization	0.03144650431596594	2.3207685381853566e-05	6.567023743755849e-05	0.968464594510731	2.3250483646519577e-08
TD	Pbre1_02G178800	Pbre1_02G179000	Prupe.7G178500.1	0.385006	0.737436	0.5220873404607316	Subfunctionalization	0.24756920701625462	0.0008521903741083685	5.0715337329637935e-06	0.7515735310591769	1.6727129273273078e-11
TD	Pbre1_02G190800	Pbre1_02G191000	Prupe.7G172300.1	0.351099	0.522329	0.6721797947270781	Conservation	0.8712485457114697	0.0018816210205658194	0.03138859752910249	0.0027350323589099335	0.09274620337995214
TD	Pbre1_02G194200	Pbre1_02G194400	Prupe.7G170500.1	0.440715	0.318415	1.384089945511361	Conservation	0.9233352696571023	0.0034868286182765215	0.01928890917162788	9.77979743696934e-09	0.053888982773195995
TD	Pbre1_02G213600	Pbre1_02G213800	Prupe.7G161200.1	0.280096	0.748707	0.37410629258174427	Conservation	0.7915920376818902	0.05937427047925887	0.01563716816095056	0.13337704393113015	1.9479746770082455e-05
TD	Pbre1_02G223800	Pbre1_02G224000	Prupe.7G155900.1	0.239501	0.759782	0.31522331405587395	Subfunctionalization	0.013928848903137118	0.0008926836435302802	0.0001915631215694718	0.8855640437829024	0.09942286054886075
TD	Pbre1_02G237200	Pbre1_02G237400	Prupe.7G148800.1	0.462535	0.420875	1.0989842589842589	Subfunctionalization	1.8770429945360457e-05	2.1466582004668306e-07	6.206208680850021e-06	0.9999199068524643	5.4901843089318257e-05
TD	Pbre1_02G288200	Pbre1_02G288400	Prupe.6G220400.1	0.242646	0.270363	0.8974822738318482	Subfunctionalization	0.0033344500359007477	0.0005149594201132295	0.000707033838254469	0.849837188290484	0.1456063684152476
TD	Pbre1_02G311800	Pbre1_02G312000	Prupe.2G149200.1	0.0424068	0.349429	0.12136027633653762	Subfunctionalization	0.0006824910244275612	2.3818421971578754e-05	0.00047015508502811285	0.9988138450207129	9.690447859781401e-06
TD	Pbre1_02G321600	Pbre1_02G321800	Prupe.2G143700.1	0.548981	1.18605	0.46286497196576876	Subfunctionalization	0.30053576769820617	0.003446507211618546	0.3283908586553168	0.3350578981778386	0.032568968257019874
TD	Pbre1_02G348000	Pbre1_02G348200	Prupe.2G125900.1	2.09583	1.35108	1.5512256861177722	Subfunctionalization	0.2578482787312091	1.6795587776407798e-05	0.0004840998934618133	0.7416508257644661	2.3086652527364667e-11
TD	Pbre1_02G373800	Pbre1_02G374000	Prupe.2G106200.1	0.0799376	0.395779	0.20197534482627932	Neofunctionalization(Child)	0.4135706795682145	0.00023267360534675493	0.5859118925276088	9.409708242411136e-05	0.0001906572164058005
TD	Pbre1_02G381800	Pbre1_02G382000	Prupe.2G101300.1	0.18174	0.425991	0.426628731592921	Subfunctionalization	0.00025413926341746055	1.2834553909624957e-07	5.539911851617681e-08	0.9997447597344381	9.172574867291085e-07
TD	Pbre1_02G383000	Pbre1_02G383200	Prupe.2G099900.1	0.775717	0.735216	1.0550872124654525	Conservation	0.6388080878044755	0.0015577549894445074	0.35923605616525006	0.00035194198033861664	4.615906049136863e-05
TD	Pbre1_02G385600	Pbre1_02G385800	Prupe.2G097200.1	0.359018	0.598583	0.5997798133258044	Conservation	0.45311953435249785	0.0001089265890295583	0.26193200127433963	0.24185379031191032	0.042985747472222606
TD	Pbre1_02G424600	Pbre1_02G424800	Prupe.2G058400.1	0.375844	0.348314	1.079037879614371	Neofunctionalization(Child)	1.0330038485599946e-13	6.043190081657459e-19	0.9999922257091141	2.8074171490739003e-11	7.774262708514894e-06
TD	Pbre1_02G426600	Pbre1_02G426800	Prupe.2G056300.1	0.114988	0.354421	0.32443901461820834	Conservation	0.7153533205793356	0.25692580958408806	0.006192225953354205	5.2753124342400315e-06	0.021523368570787807
TD	Pbre1_02G443200	Pbre1_02G443400	Prupe.2G043200.1	0.0584217	0.694512	0.08411906489736679	Neofunctionalization(Child)	0.17465279978546017	0.04305916881091803	0.6377864646765031	0.14450156672710163	1.706392227547551e-14
TD	Pbre1_02G471600	Pbre1_02G471400	Prupe.2G028300.1	0.378938	0.36077	1.0503589544585192	Subfunctionalization	2.342503672345685e-07	1.264403690822779e-07	5.92433743294827e-11	0.9999996392498034	2.1697185040913479e-13
TD	Pbre1_02G477400	Pbre1_02G477600	Prupe.2G024200.1	0.13629	0.660032	0.20648998836420054	Subfunctionalization	9.99251995479992e-08	2.2909029659306286e-07	1.0433388813319652e-10	0.9999996708795997	5.70295140938626e-13
TD	Pbre1_02G507400	Pbre1_02G507600	Prupe.2G005300.1	0.67403	0.735849	0.9159895576402224	Conservation	0.9985179236088497	0.0005709804334796684	0.0007943091749820992	7.208755165321205e-05	4.469923103517376e-05
TD	Pbre1_03G004400	Pbre1_03G004600	Prupe.6G002200.1	1.42164	1.64001	0.8668483728757752	Conservation	0.9183436064042042	0.004822121377244528	0.00019537107612641738	0.07463790540852554	0.002000995733899402
TD	Pbre1_03G008600	Pbre1_03G008800	Prupe.6G004500.1	0.412975	0.399783	1.0329979013614885	Conservation	0.9621718636073767	0.022993734624037167	0.01092819796068788	0.0038825871190495843	2.3616688848632807e-05
TD	Pbre1_03G012400	Pbre1_03G012600	Prupe.6G006000.1	0.415304	0.680381	0.6103991734043132	Conservation	0.7935214158325148	0.05529141821318219	4.459555376184817e-05	0.15114256649334254	3.9071987940362804e-09
TD	Pbre1_03G016400	Pbre1_03G016600	Prupe.6G010100.1	0.0125133	0.297208	0.042102837070334576	Conservation	0.6519241067667687	0.0126117115299226	0.1730462644910532	0.16238971509201022	2.820212024520759e-05
TD	Pbre1_03G017000	Pbre1_03G017200	Prupe.6G010200.1	0.103115	0.223922	0.46049517242611265	Conservation	0.7713882775936423	0.035963997321177756	0.010225293217668381	6.120013493846261e-05	0.1823612317325733
TD	Pbre1_03G017400	Pbre1_03G017600	Prupe.6G010300.1	0.847948	0.532769	1.5915865975685521	Specialization	0.031352088859252294	0.0002494435351698511	0.0008885893963526785	0.0026271979220449638	0.9648826802871802
TD	Pbre1_03G025600	Pbre1_03G025800	Prupe.6G015500.1	0.0924656	0.498033	0.18566159270570423	Subfunctionalization	0.03176212523038726	0.0017769588646412338	0.0026049782821082937	0.9636115971283529	0.00024434049451045744
TD	Pbre1_03G026200	Pbre1_03G026400	Prupe.6G018000.1	0.33696	0.553376	0.6089169027930377	Neofunctionalization(Parent)	0.04411037116394573	0.9547223420092114	0.0002413612785988286	1.1409876990041136e-12	0.0009259255471032915
TD	Pbre1_03G030600	Pbre1_03G030800	Prupe.6G020400.1	0.10612	0.483693	0.21939536028017773	Specialization	4.301995811481591e-08	1.4235419777409275e-10	9.656238723745612e-10	1.7584489348480634e-05	0.9999823713827154
TD	Pbre1_03G067400	Pbre1_03G067600	Prupe.6G038100.1	0.095718	0.447437	0.21392508889519643	Specialization	0.12036359550249821	0.005356976965429594	0.002787003375841607	0.000682715988691586	0.870809708167539
TD	Pbre1_03G074400	Pbre1_03G074600	Prupe.6G040400.1	0.177156	1.50816	0.11746499045194145	Conservation	0.6466287491726935	0.0009556117691987476	0.07692965273057291	0.08206694276403348	0.19341904356350126
TD	Pbre1_03G131400	Pbre1_03G131600	Prupe.6G073400.1	0.933293	0.410461	2.2737677879262583	Conservation	0.9554144301401617	0.0002211600887625331	0.0033553308192659937	0.0409973338809338	1.1745070875995521e-05
TD	Pbre1_03G164200	Pbre1_03G164400	Prupe.6G091600.1	0.550238	0.525842	1.0463941640264565	Subfunctionalization	0.058949036647187765	0.0005916845872092366	0.01187434375631508	0.9285509653558653	3.396965342249008e-05
TD	Pbre1_03G186600	Pbre1_03G186800	Prupe.6G105000.1	0.132081	0.372589	0.35449516759754046	Subfunctionalization	0.021879990654189756	2.0193126411041907e-05	0.0017922390364787726	0.9763069361715045	6.410114159245582e-07
TD	Pbre1_03G283200	Pbre1_03G283400	Prupe.4G251700.1	0.108988	0.419987	0.25950327033932	Conservation	0.9085106574826926	0.0010550607063463592	0.0892893560218949	0.00047643263213688553	0.0006684931569293991
TD	Pbre1_03G292600	Pbre1_03G292800	Prupe.4G244500.1	0.0439891	0.464742	0.09465273205348344	Neofunctionalization(Parent)	1.2525800441988478e-05	0.9998563232634752	4.228116245432554e-09	1.3113036903048706e-05	0.00011803367106361827
TD	Pbre1_03G332000	Pbre1_03G332200	Prupe.4G212200.1	0.0224573	0.243401	0.09226461682573202	Neofunctionalization(Child)	2.3987809855242285e-07	2.076425486189529e-13	0.999998424885607	1.3186513678914412e-06	1.658471894838375e-08
TD	Pbre1_03G354200	Pbre1_03G354400	Prupe.4G201800.1	1.20172	0.470813	2.552435892806698	Neofunctionalization(Parent)	0.012839109345951541	0.9820355858226469	9.985694976286354e-10	0.005123081129830785	2.2227030012320583e-06
TD	Pbre1_03G370200	Pbre1_03G370400	Prupe.4G188200.1	0.101251	0.431232	0.23479472766399523	Specialization	6.184773666203087e-07	2.930912576512664e-08	9.60945456710686e-05	0.1642719916488622	0.8356312660189744
TD	Pbre1_03G370600	Pbre1_03G370800	Prupe.4G188100.1	0.292645	0.384373	0.761356807059809	Neofunctionalization(Parent)	0.12833763330289677	0.5132697921066934	0.0020574272385235743	0.3266375667070488	0.029697580644837317
TD	Pbre1_03G378000	Pbre1_03G378200	Prupe.4G183900.1	0.903965	1.17795	0.7674052379133239	Neofunctionalization(Child)	2.7644338330606083e-08	7.159975364939498e-18	0.9999998716969687	7.687605003118864e-09	9.297108798678317e-08
TD	Pbre1_03G386200	Pbre1_03G386400	Prupe.4G177700.1	0.0280171	0.571031	0.049064061320663856	Conservation	0.9994262165756208	0.0001143223499638984	0.00030186553759419665	0.00013653693195456057	2.105860486659056e-05
TD	Pbre1_03G403800	Pbre1_03G404000	Prupe.4G164900.1	0.12961	0.614669	0.2108614555150821	Neofunctionalization(Parent)	7.282740290388385e-09	0.9999999788458152	7.144426895636373e-18	1.3847992694142078e-08	2.345185681788165e-11
TD	Pbre1_03G416000	Pbre1_03G416200	Prupe.4G155200.1	0.00604566	0.4203	0.014384154175588864	Subfunctionalization	0.07177079868946955	0.010501383584818868	0.016986045344434576	0.5961653587009428	0.3045764136803343
TD	Pbre1_03G420000	Pbre1_03G420200	Prupe.4G151900.1	0.0456912	0.542154	0.08427716110182716	Neofunctionalization(Child)	0.016188745919470574	2.632057373616476e-05	0.9779444917921624	0.000837675683247814	0.005002766031383241
TD	Pbre1_03G435000	Pbre1_03G435200	Prupe.8G239200.1	0.139928	0.625255	0.22379349225515988	Neofunctionalization(Child)	0.00526758308898134	7.891208228322967e-07	0.994411296380124	0.0002882759114344418	3.2055498637435396e-05
TD	Pbre1_03G435400	Pbre1_03G435600	Prupe.8G239300.1	0.061414	0.703526	0.08729457049206427	Subfunctionalization	0.03573922789411688	0.0007838566707196016	0.01449060985975007	0.9462793070034345	0.0027069985719788713
TD	Pbre1_03G445600	Pbre1_03G445800	Prupe.8G245700.1	0.0168432	1.18259	0.014242636924039606	Subfunctionalization	1.2698358695182044e-05	1.955438208436504e-05	0.12713078742043335	0.8707675447582682	0.002069415080518873
TD	Pbre1_03G455800	Pbre1_03G456000	Prupe.8G252300.1	0.117525	0.307347	0.3823853819949439	Subfunctionalization	0.00039046385923246395	5.734376957236436e-07	0.0036315833854306	0.9953803119285961	0.0005970673890450916
TD	Pbre1_03G460600	Pbre1_03G460800	Prupe.8G254800.1	0.0440342	0.631396	0.06974101831497191	Neofunctionalization(Child)	0.00038488609759377207	3.5631536077724467e-09	0.9995415101307675	3.662110796766794e-05	3.6979100517433853e-05
TD	Pbre1_03G463800	Pbre1_03G463600	Prupe.8G256900.1	0.108445	0.312352	0.34718842843970904	Subfunctionalization	0.024331636212556434	1.978401041113996e-05	0.03609996281182669	0.9191769352096586	0.020371681755547204
TD	Pbre1_03G463800	Pbre1_03G464000	Prupe.8G256900.1	0.0458099	0.312352	0.14666113871529557	Neofunctionalization(Child)	0.0001265745078617003	5.178500258396335e-08	0.9981241112940353	0.0013130930914952914	0.00043616932160523537
TD	Pbre1_03G471000	Pbre1_03G471200	Prupe.8G260100.1	0.0589528	0.313205	0.18822432592072283	Neofunctionalization(Child)	6.551211545952439e-06	8.627723130236772e-08	0.9999572890572898	3.607135142666645e-05	2.102506577211697e-09
TD	Pbre1_03G482400	Pbre1_03G482600	Prupe.8G266300.1	0.747231	0.61031	1.2243466435090362	Subfunctionalization	0.007295694288496097	0.011682344145193958	0.06963484873352388	0.897282287988567	0.014104824844219127
TD	Pbre1_04G004600	Pbre1_04G004800	Prupe.1G002800.1	0.14219	0.411936	0.3451749786374583	Specialization	1.798380759138894e-05	3.2331153738592723e-09	0.030723837258550237	0.12125575834879085	0.8480024173519523
TD	Pbre1_04G005000	Pbre1_04G005200	Prupe.1G002900.1	0.318141	0.887774	0.3583580956414583	Neofunctionalization(Child)	0.4100348905517958	0.0010731228846077802	0.5855290668168277	0.0011411765257105123	0.002221743221058002
TD	Pbre1_04G013400	Pbre1_04G013600	Prupe.1G008600.1	0.0521495	0.488977	0.10665021054160012	Conservation	0.9854646316012399	4.392020825469973e-05	0.01421985451841661	0.00027158903063263096	4.641456193944191e-09
TD	Pbre1_04G014400	Pbre1_04G014600	Prupe.1G008900.1	0.0351699	0.499675	0.07038555060789513	Neofunctionalization(Child)	4.4732146811992154e-05	8.544805275003579e-07	0.5440932430513534	0.0009025614697439026	0.45495860885156314
TD	Pbre1_04G023000	Pbre1_04G023200	Prupe.1G163500.1	0.0461407	0.453459	0.10175274942166766	Conservation	0.9211742549035872	0.06917630682087066	3.253320051962824e-05	0.009616313806463161	5.912685593609534e-07
TD	Pbre1_04G023400	Pbre1_04G023600	Prupe.1G164200.1	0.092214	0.193231	0.4772215638277502	Neofunctionalization(Child)	2.8665944512489727e-06	3.207721305376144e-14	0.9999968414389274	2.918899783442348e-07	7.661082746602879e-11
TD	Pbre1_04G035000	Pbre1_04G035200	Prupe.1G172700.1	0.246603	0.306405	0.8048269447300143	Neofunctionalization(Child)	3.902578547371367e-12	2.919041786961842e-16	0.9999994376184133	4.367158469304688e-07	1.2566183680206544e-07
TD	Pbre1_04G051000	Pbre1_04G051200	Prupe.1G181100.1	0.0650266	0.533199	0.12195559256487729	Neofunctionalization(Child)	8.217303877139125e-14	1.276104502396637e-18	0.9999998111122242	4.529856610777702e-08	1.435891273523524e-07
TD	Pbre1_04G056800	Pbre1_04G057000	Prupe.1G186800.1	0.42575	0.320502	1.3283848462724102	Neofunctionalization(Child)	0.0448796529265287	7.1279294081753485e-06	0.9447086279277829	0.010391444598344363	1.31466179359073e-05
TD	Pbre1_04G098000	Pbre1_04G098200	Prupe.5G062200.1	0.0574764	0.360301	0.15952328747352906	Neofunctionalization(Child)	3.6581526815602567e-10	1.1240031906833512e-22	0.9999999993997049	2.334758930444716e-10	1.0037850513927868e-12
TD	Pbre1_04G102800	Pbre1_04G103000	Prupe.5G064700.1	0.0740611	0.349101	0.2121480603034652	Neofunctionalization(Child)	0.003142861316958809	4.959027354958671e-16	0.9968385108556849	6.596488165488373e-06	1.2031339190279602e-05
TD	Pbre1_04G180200	Pbre1_04G180400	Prupe.6G243000.1	0.239818	0.973125	0.24644110468850353	Conservation	0.997461814040932	5.271714022925427e-08	6.888014729377068e-08	0.000145612545730075	0.0023924518160503617
TD	Pbre1_04G206800	Pbre1_04G207000	Prupe.6G254700.1	0.423025	0.385987	1.095956599574597	Neofunctionalization(Child)	0.055077629472355616	0.03219871549590783	0.8903452007628946	0.02166105313053179	0.000717401138310027
TD	Pbre1_04G207200	Pbre1_04G207400	Prupe.6G255100.1	0.137286	1.22391	0.11217001250091917	Neofunctionalization(Child)	3.793959807235999e-05	6.1737558675641775e-06	0.9992058217150019	0.000682155017861503	6.79099131963548e-05
TD	Pbre1_04G231200	Pbre1_04G231400	Prupe.6G267700.1	0.345435	0.671498	0.5144244658956542	Neofunctionalization(Parent)	4.8682237843351194e-05	0.9988168249141396	1.4713711392310538e-12	0.001134446141921475	4.670462424086136e-08
