duplication_type	parent	child	ancestor	parent_mean_TPM	child_mean_TPM	ancestor_mean_TPM	parent_tau	child_tau	ancestor_tau	E_P_A	E_C_A	E_PC_A	CDROM_class	binary_TPM1_class	binary_TPM0.5_class	two_method_agreement	analysis_status	CLOUD_class	three_method_consensus
TD	Pbre1_01G260400	Pbre1_01G260600	Prupe.2G238700.1	25.471503	6.5294585000000005	5.559367	0.4964730276369386	0.4472606748988746	0.5249404322633857	0.311582683816162	0.3428328913637352	0.3093999091026408	Conservation	Conservation	Conservation	Conservation	classified	Neofunctionalization(Parent)	discordant
TD	Pbre1_01G293600	Pbre1_01G293400	Prupe.2G256600.1	0.0066421666666666	10.602192833333334	36.214368666666665	1.0	0.7518759429308064	0.7974207167012572	1.1091115521762418	0.2213485454805156	0.2216295452541435	Neofunctionalization(Parent)	Neofunctionalization(Parent)	Neofunctionalization(Parent)	Neofunctionalization(Parent)	classified	Neofunctionalization(Parent)	Neofunctionalization(Parent)
TD	Pbre1_01G294600	Pbre1_01G294800	Prupe.2G257400.1	0.8203463333333333	3.0422365	11.051228833333331	0.9456713663152696	0.951375856443386	0.9535371551418514	1.0329865142296946	1.0468288592068913	1.0438288452677016	Specialization	Specialization	Specialization	Specialization	classified	Subfunctionalization	discordant
TD	Pbre1_01G310800	Pbre1_01G311000	Prupe.2G265800.1	5.365671	1.833558	6.1122985	0.8969123809271864	0.8602984653393271	0.6117000240140176	0.3674742745137896	0.3654410511215176	0.3586228969223285	Conservation	Neofunctionalization(Child)	Specialization	discordant	classified	Neofunctionalization(Child)	discordant
TD	Pbre1_01G336400	Pbre1_01G336600	Prupe.2G279700.1	0.0	59.267171	148.79454466666667		0.9385218043514064	0.7803067439304774								all_zero_expression_profile	Conservation	discordant
TD	Pbre1_01G337000	Pbre1_01G337200	Prupe.2G280000.1														missing_expression_record		discordant
TD	Pbre1_01G342200	Pbre1_01G342400	Prupe.2G283100.1	13.2247115	2.5775205	10.682814	0.4046895673291575	0.6852744224360655	0.4740731864934354	0.1894509666252272	0.3380075790854691	0.1886585660773028	Conservation	Conservation	Conservation	Conservation	classified	Conservation	Conservation
TD	Pbre1_01G345000	Pbre1_01G345200	Prupe.2G285300.1	3.471900666666667	4.0468045	4.2310035	0.9242082012278594	0.6601351995091578	0.6537703926842389	0.543967929027562	0.3312323859909766	0.3817221618939653	Neofunctionalization(Parent)	Specialization	Specialization	discordant	classified	Conservation	discordant
TD	Pbre1_01G350400	Pbre1_01G350600	Prupe.2G287500.1	14.053873833333334	3.7917871666666665	27.727636	0.9239449628579974	0.9014309467815934	0.6910571518463224	0.4961214287897953	0.4923048218625427	0.4916941406764972	Specialization	Specialization	Specialization	Specialization	classified	Conservation	discordant
TD	Pbre1_01G364800	Pbre1_01G365000	Prupe.2G294100.1	254.4742383333333	21.290657666666668	147.17056633333334	0.9199354994768086	0.5379120238516382	0.4441035083017278	0.7186960665213752	0.3959526823318861	0.6814540478871398	Specialization	Specialization	Specialization	Specialization	classified	Conservation	discordant
TD	Pbre1_01G379000	Pbre1_01G379200	Prupe.2G301600.1	69.839726	480.2033896666667	372.45157216666666	0.9351134398654232	0.8287798905008001	0.5248515730349642	0.5990303477080804	0.3501465985245964	0.3816920135183435	Neofunctionalization(Parent)	Conservation	Conservation	discordant	classified	Neofunctionalization(Child)	discordant
TD	Pbre1_01G380200	Pbre1_01G380400	Prupe.2G301900.1	11.703598833333334	0.3389265	3.8349761666666655	0.3450780372523003	0.8000269460135634	0.8385109512146209	0.4421571464420687	0.5083873938640173	0.4361382849697693	Specialization	Specialization	Neofunctionalization(Child)	Specialization	classified	Conservation	discordant
TD	Pbre1_01G386400	Pbre1_01G386600	Prupe.2G304800.1	0.1057998333333333	0.0801569999999999	0.317308	0.7821821604401968	1.0	0.9548140578486694	0.6156948534157093	0.2102442678752459	0.2898652180401772	Neofunctionalization(Parent)	Specialization	Specialization	discordant	classified	Neofunctionalization(Child)	discordant
TD	Pbre1_01G409600	Pbre1_01G409800	Prupe.2G316300.1	102.64653583333332	252.77440983333332	209.78684866666663	0.4262226927973344	0.6769814777902242	0.7139157035245883	0.328042024760424	0.4930367940993577	0.4258367055023577	Neofunctionalization(Child)	Conservation	Conservation	discordant	classified	Subfunctionalization	discordant
TD	Pbre1_01G415000	Pbre1_01G415200	Prupe.2G319700.1	0.2256183333333333	349.16685133333334	72.25221166666667	0.5827849474867264	0.7581345436534302	0.9552167971404956	0.6466252001329899	0.4871294259408433	0.487167902001743	Specialization	Neofunctionalization(Parent)	Neofunctionalization(Parent)	discordant	classified	Conservation	discordant
TD	Pbre1_01G415600	Pbre1_01G415800	Prupe.2G319900.1	86.15513566666667	99.87801316666668	59.974001666666666	0.6593751730531667	0.5190908065715498	0.4864757025614789	0.4286164115459898	0.1915000291071515	0.2965368282288423	Neofunctionalization(Parent)	Conservation	Conservation	discordant	classified	Subfunctionalization	discordant
TD	Pbre1_01G418000	Pbre1_01G418200	Prupe.2G321300.1	10.122182166666668	0.6251776666666666	33.2349495	0.5808371464927606	0.511544052329807	0.6221842300910457	0.2761715091358267	0.2031833029627776	0.2676194759066394	Conservation	Neofunctionalization(Child)	Neofunctionalization(Child)	discordant	classified	Neofunctionalization(Child)	discordant
TD	Pbre1_01G423000	Pbre1_01G423200	Prupe.2G323600.1	21.225355333333333	1.0379726666666669	47.98377683333333	0.8468083260041859	0.7106766519124615	0.641479572701873	0.3012084952759965	0.2716438338505778	0.2971839227571357	Conservation	Specialization	Neofunctionalization(Child)	discordant	classified	Neofunctionalization(Parent)	discordant
TD	Pbre1_01G425600	Pbre1_01G425800	Prupe.2G325000.1	4.74269	0.0190388333333333	3.0716696666666667	0.9613234305746572	0.8530297967985906	0.9706853694982348	1.1549601135113738	0.7186486537789901	1.1516277571871882	Specialization	Specialization	Specialization	Specialization	classified	Subfunctionalization	discordant
TD	Pbre1_01G426000	Pbre1_01G426200	Prupe.2G325200.1	15.7906985	1.7262151666666663	4.300917	0.7608973287665709	0.8249828554959089	0.997860179539438	1.156338669892483	0.5307914286413687	1.0869843978711544	Specialization	Specialization	Specialization	Specialization	classified	Neofunctionalization(Parent)	discordant
TD	Pbre1_02G022800	Pbre1_02G023000	Prupe.7G260600.1	149.9876925	89.61400083333334	371.63694383333336	0.5329351580709265	0.6061103825674151	0.6989951908948633	0.3570339690526853	0.3142787138306943	0.3285557988812801	Conservation	Conservation	Conservation	Conservation	classified	Subfunctionalization	discordant
TD	Pbre1_02G044200	Pbre1_02G044400	Prupe.7G250300.1	54.06061366666666	10.134673333333334	101.18939633333332	0.7133984703804446	0.6135071128901616	0.4821897964563687	0.1674456942182501	0.3126413981270696	0.1265083805045363	Conservation	Conservation	Conservation	Conservation	classified	Subfunctionalization	discordant
TD	Pbre1_02G047200	Pbre1_02G047400	Prupe.7G249000.1	25.457021166666667	0.0	14.640231833333331	0.3059346870794494		0.4909109526933535								all_zero_expression_profile	Neofunctionalization(Child)	discordant
TD	Pbre1_02G054600	Pbre1_02G054800	Prupe.7G245600.1	48.6116115	1.099708	23.212915666666667	0.4826992970693523	0.8257228445129161	0.4403925476303248	0.3143762720496001	0.493444360790686	0.3124859593781841	Neofunctionalization(Child)	Neofunctionalization(Child)	Neofunctionalization(Child)	Neofunctionalization(Child)	classified	Subfunctionalization	discordant
TD	Pbre1_02G067000	Pbre1_02G067200	Prupe.7G239200.1	0.1607538333333333	4.685459333333333	178.19022333333334	1.0	0.9805105872569726	0.9329541003564646	0.318227442918467	0.2460557540255338	0.2479009504462513	Conservation	Specialization	Specialization	discordant	classified	Neofunctionalization(Parent)	discordant
TD	Pbre1_02G078800	Pbre1_02G079000	Prupe.7G233700.1	13.600349666666666	3.988252	111.6763615	0.323327295620187	0.565703473182268	0.2841679582820868	0.2093359762327774	0.2652085276306047	0.1587871658011025	Conservation	Conservation	Conservation	Conservation	classified	Subfunctionalization	discordant
TD	Pbre1_02G084800	Pbre1_02G085000	Prupe.7G230700.1	0.0	0.4145224999999999	2.139426		0.9164628984993414	0.3818117152144814								all_zero_expression_profile	Neofunctionalization(Child)	discordant
TD	Pbre1_02G087800	Pbre1_02G088000	Prupe.7G229100.1	0.9637425	18.116116	229.284812	0.7596086598404526	0.4695148143975277	0.7398122769669232	0.5390474313085145	0.4768198124249293	0.4747578701141452	Specialization	Specialization	Specialization	Specialization	classified	Specialization	Specialization
TD	Pbre1_02G096600	Pbre1_02G096800	Prupe.7G224300.1	0.7277176666666667	2.865670833333333	7.303220333333334	0.983645949468072	1.0	0.9663248594921156	0.15918882496436	0.1971111438786177	0.1864717356754165	Conservation	Specialization	Specialization	discordant	classified	Specialization	discordant
TD	Pbre1_02G122200	Pbre1_02G122400	Prupe.7G211000.1	0.436142	10.228184666666667	45.11553983333333	0.910645892144537	0.5595927297013146	0.548409781674996	0.4459518830348828	0.2690264021295561	0.2479199156885213	Neofunctionalization(Parent)	Neofunctionalization(Parent)	Neofunctionalization(Parent)	Neofunctionalization(Parent)	classified	Subfunctionalization	discordant
TD	Pbre1_02G126600	Pbre1_02G126800	Prupe.7G208200.1	5.721657333333333	17.838638333333336	54.28134816666667	0.7085780468586556	0.843105175303287	0.5067435554566423	0.1483321796488076	0.3170497345564828	0.2690122275308964	Conservation	Conservation	Conservation	Conservation	classified	Subfunctionalization	discordant
TD	Pbre1_02G131000	Pbre1_02G131200	Prupe.7G205500.1	3.6172501666666665	7.722138	2.6548918333333336	0.9978501148575664	0.6164035510173929	0.8669507492502166	1.1296512443458406	0.5703215501222982	0.7173823137551011	Specialization	Specialization	Specialization	Specialization	classified	Subfunctionalization	discordant
TD	Pbre1_02G148000	Pbre1_02G148200	Prupe.7G195700.1	0.0631896666666666	99.661731	77.025243	0.9431314363143632	0.5858320837016341	0.7639213590630337	0.875793749539305	0.2106176383245457	0.2107451045674635	Neofunctionalization(Parent)	Neofunctionalization(Parent)	Neofunctionalization(Parent)	Neofunctionalization(Parent)	classified	Subfunctionalization	discordant
TD	Pbre1_02G155200	Pbre1_02G155400	Prupe.7G192300.1	7.213814666666667	11.450084333333333	734.4942691666666	0.6235293671079787	0.9772360058995384	0.8190045216622976	0.5256617506761703	1.0200961339938033	0.7782884709816357	Specialization	Neofunctionalization(Child)	Neofunctionalization(Child)	discordant	classified	Subfunctionalization	discordant
TD	Pbre1_02G157800	Pbre1_02G158000	Prupe.7G191400.1	0.1482951666666666	0.0	0.0	0.8863137669663317										all_zero_expression_profile	Subfunctionalization	discordant
TD	Pbre1_02G162400	Pbre1_02G162600	Prupe.7G188800.1	9.079775333333334	0.014707	70.59046533333333	0.8427587913643325	1.0	0.9437541510015665	0.9180012101706484	1.2323795507699666	0.9175255315626872	Specialization	Specialization	Specialization	Specialization	classified	Subfunctionalization	discordant
TD	Pbre1_02G178800	Pbre1_02G179000	Prupe.7G178500.1	28.0470895	46.171872	306.85557316666666	0.6042809879398454	0.9368685762595484	0.594654848761448	0.3853645290126474	0.6138864604903733	0.4748509002538837	Neofunctionalization(Child)	Conservation	Conservation	discordant	classified	Subfunctionalization	discordant
TD	Pbre1_02G190800	Pbre1_02G191000	Prupe.7G172300.1	0.2574926666666666	0.0032133333333333	5.0942015	0.9803477428843792	1.0	0.7069776103393177	0.6362359928245022	1.022165580820062	0.6258914490137168	Specialization	Specialization	Specialization	Specialization	classified	Conservation	discordant
TD	Pbre1_02G194200	Pbre1_02G194400	Prupe.7G170500.1	0.3701376666666666	0.1506921666666666	13.9546125	0.9779751264671186	0.9622007958613108	0.7157253795722689	1.02096770948575	1.0095788718288967	1.0143772977080268	Specialization	Specialization	Specialization	Specialization	classified	Conservation	discordant
TD	Pbre1_02G213600	Pbre1_02G213800	Prupe.7G161200.1	88.34148333333333	283.6618315	34.4601685	0.9588107364787348	0.7751276402168559	0.8386105019281616	0.832299913489547	0.522180705324845	0.5112401816448618	Specialization	Specialization	Conservation	Specialization	classified	Conservation	discordant
TD	Pbre1_02G223800	Pbre1_02G224000	Prupe.7G155900.1	0.286829	0.2114835	7.419662666666667	0.588733850129199	0.5493949772860118	0.929472390967844	0.6257620059872678	0.5157717214417883	0.5693664243560936	Specialization	Specialization	Specialization	Specialization	classified	Subfunctionalization	discordant
TD	Pbre1_02G237200	Pbre1_02G237400	Prupe.7G148800.1	57.66014666666667	70.09130283333333	189.5491033333333	0.3012361297064994	0.4432080389700846	0.4123541298209078	0.1920990507493695	0.1074464077105611	0.1238566406899649	Conservation	Conservation	Conservation	Conservation	classified	Subfunctionalization	discordant
TD	Pbre1_02G288200	Pbre1_02G288400	Prupe.6G220400.1	0.2386078333333333	0.0	22.828807166666667	1.0		0.348748587893209								all_zero_expression_profile	Subfunctionalization	discordant
TD	Pbre1_02G311800	Pbre1_02G312000	Prupe.2G149200.1	0.0	0.0	12.947399333333331			0.5835353335162468								all_zero_expression_profile	Subfunctionalization	discordant
TD	Pbre1_02G318600	Pbre1_02G318800	Prupe.2G145200.1														missing_expression_record		discordant
TD	Pbre1_02G321600	Pbre1_02G321800	Prupe.2G143700.1	6.851122	40.95107483333334	94.12495566666666	0.7208128201562314	0.5363320353072355	0.4499594197640839	0.2658344414336339	0.1919598627993832	0.1861591226280893	Conservation	Conservation	Conservation	Conservation	classified	Subfunctionalization	discordant
TD	Pbre1_02G348000	Pbre1_02G348200	Prupe.2G125900.1	0.0	48.34067616666667	51.60963066666667		0.1891058826895813	0.4497462999660584								all_zero_expression_profile	Subfunctionalization	discordant
TD	Pbre1_02G350200	Pbre1_02G350400	Prupe.2G123200.1														missing_expression_record		discordant
TD	Pbre1_02G373800	Pbre1_02G374000	Prupe.2G106200.1	2.4565516666666665	0.0195191666666666	34.00651316666667	0.9645421028093408	1.0	0.809218020451086	0.9913089904025914	1.154069428674682	0.992567560250225	Specialization	Specialization	Specialization	Specialization	classified	Neofunctionalization(Child)	discordant
TD	Pbre1_02G374800	Pbre1_02G375000	Prupe.2G105100.1														missing_expression_record		discordant
TD	Pbre1_02G381800	Pbre1_02G382000	Prupe.2G101300.1	15.175706166666666	5.362247833333334	39.32912	0.1734031679833948	0.8439969137202683	0.4479469620877495	0.2519981174061981	0.6464340922810731	0.3375729078725054	Neofunctionalization(Child)	Neofunctionalization(Child)	Neofunctionalization(Child)	Neofunctionalization(Child)	classified	Subfunctionalization	discordant
TD	Pbre1_02G383000	Pbre1_02G383200	Prupe.2G099900.1	0.1051126666666666	22.871341666666662	61.91795283333334	0.8654442832400144	0.5326514834089832	0.6300626108857084	0.6268633005629721	0.3280699120931916	0.3276303259222897	Neofunctionalization(Parent)	Neofunctionalization(Parent)	Neofunctionalization(Parent)	Neofunctionalization(Parent)	classified	Conservation	discordant
TD	Pbre1_02G385600	Pbre1_02G385800	Prupe.2G097200.1	0.2390836666666666	0.025948	1.6882295	0.7559277907709262	0.8679116495845909	0.968030720758909	0.984210773464318	1.0515862650378809	0.9809625895693376	Specialization	Specialization	Specialization	Specialization	classified	Conservation	discordant
TD	Pbre1_02G424600	Pbre1_02G424800	Prupe.2G058400.1	109.29561666666666	0.0588658333333333	159.32696033333332	0.4690499636480446	0.8839672867509553	0.3330802149751428	0.2208067654831576	0.556261886359813	0.2206440348062118	Neofunctionalization(Child)	Neofunctionalization(Child)	Neofunctionalization(Child)	Neofunctionalization(Child)	classified	Neofunctionalization(Child)	Neofunctionalization(Child)
TD	Pbre1_02G426600	Pbre1_02G426800	Prupe.2G056300.1	43.1582555	18.095889166666662	44.446860666666666	0.7885479851276076	0.563752156577606	0.3748853243191156	0.4445784389974396	0.1870436314175843	0.3452474556045173	Neofunctionalization(Parent)	Conservation	Conservation	discordant	classified	Conservation	discordant
TD	Pbre1_02G443200	Pbre1_02G443400	Prupe.2G043200.1	17.0841435	2.8633815	6.4154365	0.4270338536707231	0.3567776293628845	0.4872797063695898	0.3670855214003088	0.3336912194245973	0.3573126054781324	Conservation	Specialization	Specialization	discordant	classified	Neofunctionalization(Child)	discordant
TD	Pbre1_02G454600	Pbre1_02G454800	Prupe.2G038300.1														missing_expression_record		discordant
TD	Pbre1_02G471600	Pbre1_02G471400	Prupe.2G028300.1	0.0	0.0545048333333333	0.0		0.8225710213338104									all_zero_expression_profile	Subfunctionalization	discordant
TD	Pbre1_02G477400	Pbre1_02G477600	Prupe.2G024200.1	58.99274866666667	12.274999833333334	119.04285016666668	0.3914717007836356	0.9403613595299852	0.5584094798119318	0.2049066492950869	0.6885676295437901	0.2326451389829943	Neofunctionalization(Child)	Neofunctionalization(Child)	Conservation	Neofunctionalization(Child)	classified	Subfunctionalization	discordant
TD	Pbre1_02G507400	Pbre1_02G507600	Prupe.2G005300.1	0.055286	0.5680743333333333	48.3545845	0.7326166288588618	0.460286167555379	0.6860707293242992	0.400725558690668	0.41951712942679	0.4023691248037891	Specialization	Specialization	Specialization	Specialization	classified	Conservation	discordant
TD	Pbre1_03G004400	Pbre1_03G004600	Prupe.6G002200.1	6.223216666666667	181.06914566666669	206.89428566666663	0.5909978696758308	0.4679690821433636	0.5718853533118504	0.320150450213582	0.3188828691863251	0.3173168766782177	Conservation	Conservation	Conservation	Conservation	classified	Conservation	Conservation
TD	Pbre1_03G008600	Pbre1_03G008800	Prupe.6G004500.1	26.050716833333333	34.532301833333335	57.060793	0.3449766008744356	0.3596735274694178	0.4091957321000444	0.0934019015590255	0.109345001911074	0.1010208803773156	Conservation	Conservation	Conservation	Conservation	classified	Conservation	Conservation
TD	Pbre1_03G012400	Pbre1_03G012600	Prupe.6G006000.1	0.2102826666666666	1.2915081666666668	3.5644188333333333	0.8158191539895011	0.9196590346079077	0.9990505634666133	0.5550530612339958	0.3197218271228093	0.3445765339359643	Neofunctionalization(Parent)	Neofunctionalization(Parent)	Neofunctionalization(Child)	Neofunctionalization(Parent)	classified	Conservation	discordant
TD	Pbre1_03G016400	Pbre1_03G016600	Prupe.6G010100.1	1.0978201666666667	3.1334101666666667	21.7970855	0.3570828857108671	0.5764780796791726	0.563549380596727	0.2695114719616305	0.3766688853180669	0.3331747697985601	Conservation	Specialization	Conservation	discordant	classified	Conservation	discordant
TD	Pbre1_03G017000	Pbre1_03G017200	Prupe.6G010200.1	6.992316333333333	10.443238833333334	78.60118483333333	0.9848341560119253	0.8657534209308052	0.9849486938569484	1.2728006275387471	0.9999250080277045	1.099486857204981	Specialization	Specialization	Neofunctionalization(Parent)	Specialization	classified	Conservation	discordant
TD	Pbre1_03G017400	Pbre1_03G017600	Prupe.6G010300.1	0.1069006666666666	6.5774946666666665	51.951774666666665	0.963217329991177	0.6596548017681823	0.9032926696993492	0.2833626231767278	0.3958106180318009	0.3861343955509608	Neofunctionalization(Child)	Specialization	Specialization	discordant	classified	Specialization	discordant
TD	Pbre1_03G025600	Pbre1_03G025800	Prupe.6G015500.1	0.059585	1.2948876666666669	1.4014788333333332	1.0	0.7798672438360312	0.7171095621962686	1.0362828670750086	0.5231836027730521	0.514951572022655	Specialization	Specialization	Specialization	Specialization	classified	Subfunctionalization	discordant
TD	Pbre1_03G026200	Pbre1_03G026400	Prupe.6G018000.1	0.1153668333333333	29.83920683333333	20.193665	1.0	0.5095328420463099	0.7082385832487244	0.6699695383662602	0.3018715247878636	0.2985366152403721	Neofunctionalization(Parent)	Neofunctionalization(Parent)	Neofunctionalization(Parent)	Neofunctionalization(Parent)	classified	Neofunctionalization(Parent)	Neofunctionalization(Parent)
TD	Pbre1_03G030600	Pbre1_03G030800	Prupe.6G020400.1	0.882874	0.8914926666666666	0.2073183333333333	0.9607117875298052	0.9515867993931962	0.6987901999141758	0.5168940553812948	0.5048537130877142	0.5050845494059678	Specialization	Specialization	Specialization	Specialization	classified	Specialization	Specialization
TD	Pbre1_03G067400	Pbre1_03G067600	Prupe.6G038100.1	0.0642226666666666	5.279824	8.880019166666667	0.818703832890525	0.944593924059389	0.7521158487516644	0.4973602666912272	0.7714116212853751	0.7614759995370171	Specialization	Specialization	Specialization	Specialization	classified	Specialization	Specialization
TD	Pbre1_03G074400	Pbre1_03G074600	Prupe.6G040400.1	302.5519835	1.3313923333333333	273.80050266666666	0.5771386536075095	0.4511699716342107	0.7488103063093962	0.3822196965195917	0.275796847450637	0.3816774794728122	Conservation	Neofunctionalization(Child)	Conservation	discordant	classified	Conservation	discordant
TD	Pbre1_03G089400	Pbre1_03G089600	Prupe.6G049300.1														missing_expression_record		discordant
TD	Pbre1_03G131400	Pbre1_03G131600	Prupe.6G073400.1	22.7056845	0.3248951666666667	36.00245666666667	0.3654219108278693	0.978949797475359	0.4151119161317105	0.0969535420695284	0.8531258053334211	0.0905591400982789	Neofunctionalization(Child)	Neofunctionalization(Child)	Neofunctionalization(Child)	Neofunctionalization(Child)	classified	Conservation	discordant
TD	Pbre1_03G164200	Pbre1_03G164400	Prupe.6G091600.1	256.7931665	0.0301075	1552.7787991666669	0.5773650899973852	1.0	0.4997758120498544	0.1042194027526749	0.8726830269277442	0.1042059623574981	Neofunctionalization(Child)	Neofunctionalization(Child)	Neofunctionalization(Child)	Neofunctionalization(Child)	classified	Subfunctionalization	discordant
TD	Pbre1_03G186600	Pbre1_03G186800	Prupe.6G105000.1	45.1070945	6.419626999999999	0.2664188333333333	0.9999244963136432	0.724368961962618	0.9940260966877578	0.0406746666334486	0.8404802061224339	0.08002972084032	Neofunctionalization(Child)	Neofunctionalization(Child)	Neofunctionalization(Child)	Neofunctionalization(Child)	classified	Subfunctionalization	discordant
TD	Pbre1_03G208400	Pbre1_03G208600	Prupe.6G118000.1														missing_expression_record		discordant
TD	Pbre1_03G283200	Pbre1_03G283400	Prupe.4G251700.1	0.0	10.725537166666667	29.737450666666668		0.9479341456785024	0.9971371672124502								all_zero_expression_profile	Conservation	discordant
TD	Pbre1_03G292600	Pbre1_03G292800	Prupe.4G244500.1	0.0608163333333333	0.896272	0.9132975	0.7960054250048436	0.4209548230078881	0.6911672737149266	0.4381033900632155	0.3305844560596767	0.3293550818548609	Neofunctionalization(Parent)	Specialization	Specialization	discordant	classified	Neofunctionalization(Parent)	discordant
TD	Pbre1_03G332000	Pbre1_03G332200	Prupe.4G212200.1	31.2846835	12.391496166666666	32.93207316666667	0.628310667428541	0.1443089089768771	0.4452702002652465	0.1311514579414497	0.1961721432874777	0.0758356217225422	Conservation	Conservation	Conservation	Conservation	classified	Neofunctionalization(Child)	discordant
TD	Pbre1_03G338000	Pbre1_03G338200	Prupe.4G209700.1														missing_expression_record		discordant
TD	Pbre1_03G346800	Pbre1_03G347000	Prupe.4G204400.1														missing_expression_record		discordant
TD	Pbre1_03G354200	Pbre1_03G354400	Prupe.4G201800.1	0.0	0.0428228333333333	0.2508998333333333		1.0	0.969726705157749								all_zero_expression_profile	Neofunctionalization(Parent)	discordant
TD	Pbre1_03G370200	Pbre1_03G370400	Prupe.4G188200.1	3.1840683333333333	1.1862988333333333	222.6487735	0.9988918445782282	1.0	0.99964103301357	0.0068194237930784	0.0023502007533276	0.0048343988808486	Conservation	Specialization	Specialization	discordant	classified	Specialization	discordant
